,address,species,block,street,trap,address_number_and_street,latitude,longitude,address_accuracy,wnv_present,num_mosquitos,year,month,day,station,stat_1_tmax,stat_1_tmin,stat_1_tavg,stat_1_precip_total,day_length_mprec,day_length_nearh,sunrise_hours,sunset_hours,mixed_tmax,mixed_tmin,mixed_precip_total,stat_2_tmax,stat_2_tmin,stat_2_tavg,stat_2_precip_total
5469,"South Brandon Avenue, Chicago, IL 60617, USA",CULEX PIPIENS,13, S BRANDON,T209,"1300  S BRANDON, Chicago, IL",41.740641,-87.546587,5,0,2,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5470,"South Brandon Avenue, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,13, S BRANDON,T209,"1300  S BRANDON, Chicago, IL",41.740641,-87.546587,5,0,6,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5471,"South Cottage Grove Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S COTTAGE GROVE,T102,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5,0,3,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5472,"South Cottage Grove Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10, S COTTAGE GROVE,T102,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5,0,17,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5473,"South Cottage Grove Avenue, Chicago, IL, USA",CULEX RESTUANS,10, S COTTAGE GROVE,T102,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5,0,6,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5474,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,0,1,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5475,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,0,35,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5476,"South Doty Avenue, Chicago, IL, USA",CULEX RESTUANS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,0,16,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5477,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,0,1,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5478,"South Torrence Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,13, S TORRENCE AVE,T200,"1300  S TORRENCE AVE, Chicago, IL",41.678618,-87.559308,5,0,14,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5479,"South Torrence Avenue, Chicago, IL, USA",CULEX RESTUANS,13, S TORRENCE AVE,T200,"1300  S TORRENCE AVE, Chicago, IL",41.678618,-87.559308,5,0,1,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5480,"South Torrence Avenue, Chicago, IL, USA",CULEX TERRITANS,13, S TORRENCE AVE,T200,"1300  S TORRENCE AVE, Chicago, IL",41.678618,-87.559308,5,0,2,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5481,"South Vincennes Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S VINCENNES,T089,"1000  S VINCENNES, Chicago, IL",41.723195,-87.64997,5,0,2,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5482,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX PIPIENS,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,0,3,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5483,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX PIPIENS/RESTUANS,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,0,28,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5484,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX RESTUANS,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,0,21,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5485,"West Garfield Boulevard, Chicago, IL, USA",CULEX PIPIENS,90, W GARFIELD BLVD,T226,"9000  W GARFIELD BLVD, Chicago, IL",41.793818,-87.654234,5,0,3,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5486,"West Garfield Boulevard, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,90, W GARFIELD BLVD,T226,"9000  W GARFIELD BLVD, Chicago, IL",41.793818,-87.654234,5,0,19,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5487,"West Garfield Boulevard, Chicago, IL, USA",CULEX RESTUANS,90, W GARFIELD BLVD,T226,"9000  W GARFIELD BLVD, Chicago, IL",41.793818,-87.654234,5,0,12,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5488,"1000 East 67th Street, Chicago, IL 60637, USA",CULEX PIPIENS,10, E 67TH ST,T073,"1000  E 67TH ST, Chicago, IL",41.773215,-87.60088,8,0,2,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5489,"1000 East 67th Street, Chicago, IL 60637, USA",CULEX PIPIENS/RESTUANS,10, E 67TH ST,T073,"1000  E 67TH ST, Chicago, IL",41.773215,-87.60088,8,0,5,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5490,"1000 East 67th Street, Chicago, IL 60637, USA",CULEX RESTUANS,10, E 67TH ST,T073,"1000  E 67TH ST, Chicago, IL",41.773215,-87.60088,8,0,6,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5491,"1000 North Central Park Avenue, Chicago, IL 60651, USA",CULEX RESTUANS,10, N CENTRAL PARK DR,T030,"1000  N CENTRAL PARK DR, Chicago, IL",41.89923,-87.716788,9,0,1,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5492,"1100 North Artesian Avenue, Chicago, IL 60622, USA",CULEX PIPIENS,11, S ARTESIAN AVE,T160,"1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.688267,8,0,5,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5493,"1100 North Artesian Avenue, Chicago, IL 60622, USA",CULEX PIPIENS/RESTUANS,11, S ARTESIAN AVE,T160,"1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.688267,8,0,14,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5494,"1100 North Artesian Avenue, Chicago, IL 60622, USA",CULEX SALINARIUS,11, S ARTESIAN AVE,T160,"1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.688267,8,0,1,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5495,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,0,6,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5496,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX RESTUANS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,0,7,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5497,"1100 South California Avenue, Chicago, IL 60612, USA",CULEX PIPIENS,11, S CALIFORNIA,T047,"1100  S CALIFORNIA, Chicago, IL",41.868142,-87.696269,9,0,1,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5498,"1100 South California Avenue, Chicago, IL 60612, USA",CULEX PIPIENS/RESTUANS,11, S CALIFORNIA,T047,"1100  S CALIFORNIA, Chicago, IL",41.868142,-87.696269,9,0,18,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5499,"1100 South California Avenue, Chicago, IL 60612, USA",CULEX RESTUANS,11, S CALIFORNIA,T047,"1100  S CALIFORNIA, Chicago, IL",41.868142,-87.696269,9,0,8,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5500,"1100 West Chicago Avenue, Chicago, IL 60642, USA",CULEX PIPIENS/RESTUANS,11, W CHICAGO,T049,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8,0,1,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5501,"1100 West Chicago Avenue, Chicago, IL 60642, USA",CULEX RESTUANS,11, W CHICAGO,T049,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8,0,1,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5502,"1200 West Greenleaf Avenue, Chicago, IL 60626, USA",CULEX PIPIENS/RESTUANS,12, W GREENLEAF AVE,T018,"1200  W GREENLEAF AVE, Chicago, IL",42.010412,-87.66214,8,0,1,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5503,"1300 North Laramie Avenue, Chicago, IL 60651, USA",CULEX PIPIENS/RESTUANS,13, N LARAMIE AVE,T230,"1300  N LARAMIE AVE, Chicago, IL",41.904194,-87.756155,9,0,77,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5504,"1300 North Laramie Avenue, Chicago, IL 60651, USA",CULEX RESTUANS,13, N LARAMIE AVE,T230,"1300  N LARAMIE AVE, Chicago, IL",41.904194,-87.756155,9,0,4,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5505,"1700 North Ashland Avenue, Chicago, IL 60622, USA",CULEX RESTUANS,17, N ASHLAND AVE,T232,"1700  N ASHLAND AVE, Chicago, IL",41.912563,-87.668055,9,0,1,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5506,"1700 North Pulaski Road, Chicago, IL 60639, USA",CULEX PIPIENS/RESTUANS,17, N PULASKI RD,T039,"1700  N PULASKI RD, Chicago, IL",41.911824,-87.726737,9,0,1,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5507,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,17, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,0,13,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5508,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX RESTUANS,17, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,0,5,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5509,"1700 West Addison Street, Chicago, IL 60613, USA",CULEX PIPIENS/RESTUANS,17, W ADDISON ST,T224,"1700  W ADDISON ST, Chicago, IL",41.947227,-87.671457,9,0,1,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5510,"1700 West Addison Street, Chicago, IL 60613, USA",CULEX RESTUANS,17, W ADDISON ST,T224,"1700  W ADDISON ST, Chicago, IL",41.947227,-87.671457,9,0,1,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5511,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,22, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,0,2,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5512,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX RESTUANS,22, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,0,1,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5513,"2200 West 51st Street, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,22, W 51ST ST,T061,"2200  W 51ST ST, Chicago, IL",41.801179,-87.679447,8,0,2,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5514,"2200 West 51st Street, Chicago, IL 60609, USA",CULEX RESTUANS,22, W 51ST ST,T061,"2200  W 51ST ST, Chicago, IL",41.801179,-87.679447,8,0,3,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5515,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX RESTUANS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.565666,8,0,3,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5516,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX TERRITANS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.565666,8,0,1,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5517,"2500 South Millard Avenue, Chicago, IL 60623, USA",CULEX PIPIENS/RESTUANS,25, S MILLARD AVE,T152,"2500  S MILLARD AVE, Chicago, IL",41.846075,-87.716277,9,0,7,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5518,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX PIPIENS/RESTUANS,25, W GRAND AVE,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.654491,8,0,3,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5519,"2800 North Francisco Avenue, Chicago, IL 60618, USA",CULEX PIPIENS,28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",41.932094,-87.700117,8,0,2,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5520,"2800 North Francisco Avenue, Chicago, IL 60618, USA",CULEX PIPIENS/RESTUANS,28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",41.932094,-87.700117,8,0,4,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5521,"2800 North Francisco Avenue, Chicago, IL 60618, USA",CULEX RESTUANS,28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",41.932094,-87.700117,8,0,1,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5522,"3300 West 104th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,33, W 104TH ST,T095,"3300  W 104TH ST, Chicago, IL",41.704336,-87.703736,8,0,2,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5523,"3500 West 51st Street, Chicago, IL 60632, USA",CULEX PIPIENS/RESTUANS,35, W 51ST ST,T062,"3500  W 51ST ST, Chicago, IL",41.800737,-87.71188,8,0,1,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5524,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,0,51,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5525,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,0,15,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5526,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",CULEX PIPIENS/RESTUANS,37, N KEDVALE AVE,T218,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,8,0,1,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5527,"3700 South Pulaski Road, Chicago, IL 60623, USA",CULEX PIPIENS/RESTUANS,37, S PULASKI RD,T063,"3700  S PULASKI RD, Chicago, IL",41.82561,-87.726549,9,0,1,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5528,"3700 South Pulaski Road, Chicago, IL 60623, USA",CULEX RESTUANS,37, S PULASKI RD,T063,"3700  S PULASKI RD, Chicago, IL",41.82561,-87.726549,9,0,1,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5529,"3900 North Springfield Avenue, Chicago, IL 60618, USA",CULEX RESTUANS,39, N SPRINGFIELD AVE,T228,"3900  N SPRINGFIELD AVE, Chicago, IL",41.951866,-87.725057,8,0,3,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5530,"3900 South Ashland Avenue, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,39, S ASHLAND AVE,T074,"3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.666343,9,0,1,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5531,"4000 East 130th Street, Chicago, IL 60633, USA",CULEX PIPIENS/RESTUANS,40, E 130TH ST,T221,"4000  E 130TH ST, Chicago, IL",41.659112,-87.538693,8,0,7,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5532,"4000 East 130th Street, Chicago, IL 60633, USA",CULEX RESTUANS,40, E 130TH ST,T221,"4000  E 130TH ST, Chicago, IL",41.659112,-87.538693,8,0,4,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5533,"4000 South Dearborn Street, Chicago, IL 60609, USA",CULEX RESTUANS,40, S DEARBORN ST,T081,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.627796,9,0,1,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5534,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,0,8,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5535,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,0,29,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5536,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,0,7,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5537,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,8,0,3,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5538,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX RESTUANS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,8,0,1,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5539,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX TERRITANS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,8,0,2,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5540,"4200 West 65th Street, Chicago, IL 60621, USA",CULEX PIPIENS,42, W 65TH ST,T235,"4200  W 65TH ST, Chicago, IL",41.776428,-87.627096,8,0,1,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5541,"4200 West 65th Street, Chicago, IL 60621, USA",CULEX PIPIENS/RESTUANS,42, W 65TH ST,T235,"4200  W 65TH ST, Chicago, IL",41.776428,-87.627096,8,0,6,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5542,"4500 North Campbell Avenue, Chicago, IL 60625, USA",CULEX PIPIENS/RESTUANS,45, N CAMPBELL AVE,T220,"4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,9,0,2,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5543,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",CULEX PIPIENS,46, N MILWAUKEE AVE,T003,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,8,0,20,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5544,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",CULEX PIPIENS/RESTUANS,46, N MILWAUKEE AVE,T003,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,8,0,103,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5545,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",CULEX RESTUANS,46, N MILWAUKEE AVE,T003,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,8,0,25,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5546,"4800 West Montana Street, Chicago, IL 60639, USA",CULEX PIPIENS/RESTUANS,48, W MONTANA ST,T222,"4800  W MONTANA ST, Chicago, IL",41.925198,-87.746381,8,0,4,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5547,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,50, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801498,-87.763416,9,0,58,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5548,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,50, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801498,-87.763416,9,1,50,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5549,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX RESTUANS,50, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801498,-87.763416,9,0,22,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5550,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX TERRITANS,50, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801498,-87.763416,9,0,1,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5551,"5000 South Union Avenue, Chicago, IL 60609, USA",CULEX RESTUANS,50, S UNION AVE,T082,"5000  S UNION AVE, Chicago, IL",41.803423,-87.642984,8,0,8,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5552,"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",CULEX PIPIENS/RESTUANS,51, N MONT CLARE AVE,T223,"5100  N MONT CLARE AVE, Chicago, IL",41.973845,-87.805059,9,0,40,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5553,"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",CULEX PIPIENS/RESTUANS,51, N MONT CLARE AVE,T223,"5100  N MONT CLARE AVE, Chicago, IL",41.973845,-87.805059,9,1,50,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
5554,"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",CULEX RESTUANS,51, N MONT CLARE AVE,T223,"5100  N MONT CLARE AVE, Chicago, IL",41.973845,-87.805059,9,0,4,2011,7,29,1,86,71,79.0,0.7,873.0,15.0,4.7,19.25,86.0,72.5,0.53,86,74,80.0,0.36
